Zipcode,State,City,County,Country
92856,CA,ORANGE,ORANGE,USA
92857,CA,ORANGE,ORANGE,USA
92859,CA,ORANGE,ORANGE,USA
92860,CA,NORCO,RIVERSIDE,USA
92861,CA,VILLA PARK,ORANGE,USA
92862,CA,ORANGE,ORANGE,USA
92863,CA,ORANGE,ORANGE,USA
92864,CA,ORANGE,ORANGE,USA
92865,CA,ORANGE,ORANGE,USA
92866,CA,ORANGE,ORANGE,USA
92867,CA,ORANGE,ORANGE,USA
92868,CA,ORANGE,ORANGE,USA
92869,CA,ORANGE,ORANGE,USA
92870,CA,PLACENTIA,ORANGE,USA
92871,CA,PLACENTIA,ORANGE,USA
92877,CA,CORONA,RIVERSIDE,USA
92878,CA,CORONA,RIVERSIDE,USA
92879,CA,CORONA,RIVERSIDE,USA
92880,CA,CORONA,RIVERSIDE,USA
92881,CA,CORONA,RIVERSIDE,USA
92882,CA,CORONA,RIVERSIDE,USA
92883,CA,CORONA,RIVERSIDE,USA
92885,CA,YORBA LINDA,ORANGE,USA
92886,CA,YORBA LINDA,ORANGE,USA
92887,CA,YORBA LINDA,ORANGE,USA
92899,CA,ANAHEIM,ORANGE,USA
93001,CA,VENTURA,VENTURA,USA
93002,CA,VENTURA,VENTURA,USA
93003,CA,VENTURA,VENTURA,USA
93004,CA,VENTURA,VENTURA,USA
93005,CA,VENTURA,VENTURA,USA
93006,CA,VENTURA,VENTURA,USA
93007,CA,VENTURA,VENTURA,USA
93009,CA,VENTURA,VENTURA,USA
93010,CA,CAMARILLO,VENTURA,USA
93011,CA,CAMARILLO,VENTURA,USA
93012,CA,CAMARILLO,VENTURA,USA
93013,CA,CARPINTERIA,SANTA BARBARA,USA
93014,CA,CARPINTERIA,SANTA BARBARA,USA
93015,CA,FILLMORE,VENTURA,USA
93016,CA,FILLMORE,VENTURA,USA
93020,CA,MOORPARK,VENTURA,USA
93021,CA,MOORPARK,VENTURA,USA
93022,CA,OAK VIEW,VENTURA,USA
93023,CA,OJAI,VENTURA,USA
93024,CA,OJAI,VENTURA,USA
93030,CA,OXNARD,VENTURA,USA
93031,CA,OXNARD,VENTURA,USA
93032,CA,OXNARD,VENTURA,USA
93033,CA,OXNARD,VENTURA,USA
93034,CA,OXNARD,VENTURA,USA
93035,CA,OXNARD,VENTURA,USA
93036,CA,OXNARD,VENTURA,USA
93040,CA,PIRU,VENTURA,USA
93041,CA,PORT HUENEME,VENTURA,USA
93042,CA,POINT MUGU NAWC,VENTURA,USA
93043,CA,PORT HUENEME CBC BASE,VENTURA,USA
93044,CA,PORT HUENEME,VENTURA,USA
93060,CA,SANTA PAULA,VENTURA,USA
93061,CA,SANTA PAULA,VENTURA,USA
93062,CA,SIMI VALLEY,VENTURA,USA
93063,CA,SIMI VALLEY,VENTURA,USA
93064,CA,BRANDEIS,VENTURA,USA
93065,CA,SIMI VALLEY,VENTURA,USA
93066,CA,SOMIS,VENTURA,USA
93067,CA,SUMMERLAND,SANTA BARBARA,USA
93093,CA,SIMI VALLEY,VENTURA,USA
93094,CA,SIMI VALLEY,VENTURA,USA
93099,CA,SIMI VALLEY,VENTURA,USA
93101,CA,SANTA BARBARA,SANTA BARBARA,USA
93102,CA,SANTA BARBARA,SANTA BARBARA,USA
93103,CA,SANTA BARBARA,SANTA BARBARA,USA
93105,CA,SANTA BARBARA,SANTA BARBARA,USA
93106,CA,SANTA BARBARA,SANTA BARBARA,USA
93107,CA,SANTA BARBARA,SANTA BARBARA,USA
93108,CA,SANTA BARBARA,SANTA BARBARA,USA
93109,CA,SANTA BARBARA,SANTA BARBARA,USA
93110,CA,SANTA BARBARA,SANTA BARBARA,USA
93111,CA,SANTA BARBARA,SANTA BARBARA,USA
93116,CA,GOLETA,SANTA BARBARA,USA
93117,CA,GOLETA,SANTA BARBARA,USA
93118,CA,GOLETA,SANTA BARBARA,USA
93120,CA,SANTA BARBARA,SANTA BARBARA,USA
93121,CA,SANTA BARBARA,SANTA BARBARA,USA
93130,CA,SANTA BARBARA,SANTA BARBARA,USA
93140,CA,SANTA BARBARA,SANTA BARBARA,USA
93150,CA,SANTA BARBARA,SANTA BARBARA,USA
93160,CA,SANTA BARBARA,SANTA BARBARA,USA
93190,CA,SANTA BARBARA,SANTA BARBARA,USA
93199,CA,GOLETA,SANTA BARBARA,USA
93201,CA,ALPAUGH,TULARE,USA
93202,CA,ARMONA,KINGS,USA
93203,CA,ARVIN,KERN,USA
93204,CA,AVENAL,KINGS,USA
93205,CA,BODFISH,KERN,USA
93206,CA,BUTTONWILLOW,KERN,USA
93207,CA,CALIFORNIA HOT SPRINGS,TULARE,USA
93208,CA,CAMP NELSON,TULARE,USA
93210,CA,COALINGA,FRESNO,USA
93212,CA,CORCORAN,KINGS,USA
93215,CA,DELANO,KERN,USA
93216,CA,DELANO,KERN,USA
93218,CA,DUCOR,TULARE,USA
93219,CA,EARLIMART,TULARE,USA
93220,CA,EDISON,KERN,USA
93221,CA,EXETER,TULARE,USA
93222,CA,FRAZIER PARK,KERN,USA
93223,CA,FARMERSVILLE,TULARE,USA
93224,CA,FELLOWS,KERN,USA
93225,CA,FRAZIER PARK,KERN,USA
93226,CA,GLENNVILLE,KERN,USA
93227,CA,GOSHEN,TULARE,USA
93230,CA,HANFORD,KINGS,USA
93232,CA,HANFORD,KINGS,USA
93234,CA,HURON,FRESNO,USA
93235,CA,IVANHOE,TULARE,USA
93237,CA,KAWEAH,TULARE,USA
93238,CA,KERNVILLE,KERN,USA
93239,CA,KETTLEMAN CITY,KINGS,USA
93240,CA,LAKE ISABELLA,KERN,USA
93241,CA,LAMONT,KERN,USA
93242,CA,LATON,FRESNO,USA
93243,CA,LEBEC,KERN,USA
93244,CA,LEMON COVE,TULARE,USA
93245,CA,LEMOORE,KINGS,USA
93246,CA,LEMOORE,KINGS,USA
93247,CA,LINDSAY,TULARE,USA
93249,CA,LOST HILLS,KERN,USA
93250,CA,MC FARLAND,KERN,USA
93251,CA,MC KITTRICK,KERN,USA
93252,CA,MARICOPA,KERN,USA
93254,CA,NEW CUYAMA,SANTA BARBARA,USA
93255,CA,ONYX,KERN,USA
93256,CA,PIXLEY,TULARE,USA
93257,CA,PORTERVILLE,TULARE,USA
93258,CA,PORTERVILLE,TULARE,USA
93260,CA,POSEY,TULARE,USA
93261,CA,RICHGROVE,TULARE,USA
93262,CA,SEQUOIA NATIONAL PARK,TULARE,USA
93263,CA,SHAFTER,KERN,USA
93265,CA,SPRINGVILLE,TULARE,USA
93266,CA,STRATFORD,KINGS,USA
93267,CA,STRATHMORE,TULARE,USA
93268,CA,TAFT,KERN,USA
93270,CA,TERRA BELLA,TULARE,USA
93271,CA,THREE RIVERS,TULARE,USA
93272,CA,TIPTON,TULARE,USA
93274,CA,TULARE,TULARE,USA
93275,CA,TULARE,TULARE,USA
93276,CA,TUPMAN,KERN,USA
93277,CA,VISALIA,TULARE,USA
93278,CA,VISALIA,TULARE,USA
93279,CA,VISALIA,TULARE,USA
93280,CA,WASCO,KERN,USA
93282,CA,WAUKENA,TULARE,USA
93283,CA,WELDON,KERN,USA
93285,CA,WOFFORD HEIGHTS,KERN,USA
93286,CA,WOODLAKE,TULARE,USA
93287,CA,WOODY,KERN,USA
93290,CA,VISALIA,TULARE,USA
93291,CA,VISALIA,TULARE,USA
93292,CA,VISALIA,TULARE,USA
93301,CA,BAKERSFIELD,KERN,USA
93302,CA,BAKERSFIELD,KERN,USA
93303,CA,BAKERSFIELD,KERN,USA
93304,CA,BAKERSFIELD,KERN,USA
93305,CA,BAKERSFIELD,KERN,USA
93306,CA,BAKERSFIELD,KERN,USA
93307,CA,BAKERSFIELD,KERN,USA
93308,CA,BAKERSFIELD,KERN,USA
93309,CA,BAKERSFIELD,KERN,USA
93311,CA,BAKERSFIELD,KERN,USA
93312,CA,BAKERSFIELD,KERN,USA
93313,CA,BAKERSFIELD,KERN,USA
93314,CA,BAKERSFIELD,KERN,USA
93380,CA,BAKERSFIELD,KERN,USA
93381,CA,BAKERSFIELD,KERN,USA
93382,CA,BAKERSFIELD,KERN,USA
93383,CA,BAKERSFIELD,KERN,USA
93384,CA,BAKERSFIELD,KERN,USA
93385,CA,BAKERSFIELD,KERN,USA
93386,CA,BAKERSFIELD,KERN,USA
93387,CA,BAKERSFIELD,KERN,USA
93388,CA,BAKERSFIELD,KERN,USA
93389,CA,BAKERSFIELD,KERN,USA
93390,CA,BAKERSFIELD,KERN,USA
93401,CA,SAN LUIS OBISPO,SAN LUIS OBISPO,USA
93402,CA,LOS OSOS,SAN LUIS OBISPO,USA
93403,CA,SAN LUIS OBISPO,SAN LUIS OBISPO,USA
93405,CA,SAN LUIS OBISPO,SAN LUIS OBISPO,USA
93406,CA,SAN LUIS OBISPO,SAN LUIS OBISPO,USA
93407,CA,SAN LUIS OBISPO,SAN LUIS OBISPO,USA
93408,CA,SAN LUIS OBISPO,SAN LUIS OBISPO,USA
93409,CA,SAN LUIS OBISPO,SAN LUIS OBISPO,USA
93410,CA,SAN LUIS OBISPO,SAN LUIS OBISPO,USA
93412,CA,LOS OSOS,SAN LUIS OBISPO,USA
93420,CA,ARROYO GRANDE,SAN LUIS OBISPO,USA
93421,CA,ARROYO GRANDE,SAN LUIS OBISPO,USA
93422,CA,ATASCADERO,SAN LUIS OBISPO,USA
93423,CA,ATASCADERO,SAN LUIS OBISPO,USA
93424,CA,AVILA BEACH,SAN LUIS OBISPO,USA
93426,CA,BRADLEY,MONTEREY,USA
93427,CA,BUELLTON,SANTA BARBARA,USA
93428,CA,CAMBRIA,SAN LUIS OBISPO,USA
93429,CA,CASMALIA,SANTA BARBARA,USA
93430,CA,CAYUCOS,SAN LUIS OBISPO,USA
93432,CA,CRESTON,SAN LUIS OBISPO,USA
93433,CA,GROVER BEACH,SAN LUIS OBISPO,USA
93434,CA,GUADALUPE,SANTA BARBARA,USA
93435,CA,HARMONY,SAN LUIS OBISPO,USA
93436,CA,LOMPOC,SANTA BARBARA,USA
93437,CA,LOMPOC,SANTA BARBARA,USA
93438,CA,LOMPOC,SANTA BARBARA,USA
93440,CA,LOS ALAMOS,SANTA BARBARA,USA
93441,CA,LOS OLIVOS,SANTA BARBARA,USA
93442,CA,MORRO BAY,SAN LUIS OBISPO,USA
93443,CA,MORRO BAY,SAN LUIS OBISPO,USA
93444,CA,NIPOMO,SAN LUIS OBISPO,USA
93445,CA,OCEANO,SAN LUIS OBISPO,USA
93446,CA,PASO ROBLES,SAN LUIS OBISPO,USA
93447,CA,PASO ROBLES,SAN LUIS OBISPO,USA
93448,CA,PISMO BEACH,SAN LUIS OBISPO,USA
93449,CA,PISMO BEACH,SAN LUIS OBISPO,USA
93450,CA,SAN ARDO,MONTEREY,USA
93451,CA,SAN MIGUEL,SAN LUIS OBISPO,USA
93452,CA,SAN SIMEON,SAN LUIS OBISPO,USA
93453,CA,SANTA MARGARITA,SAN LUIS OBISPO,USA
93454,CA,SANTA MARIA,SANTA BARBARA,USA
93455,CA,SANTA MARIA,SANTA BARBARA,USA
93456,CA,SANTA MARIA,SANTA BARBARA,USA
93457,CA,SANTA MARIA,SANTA BARBARA,USA
93458,CA,SANTA MARIA,SANTA BARBARA,USA
93460,CA,SANTA YNEZ,SANTA BARBARA,USA
93461,CA,SHANDON,SAN LUIS OBISPO,USA
93463,CA,SOLVANG,SANTA BARBARA,USA
93464,CA,SOLVANG,SANTA BARBARA,USA
93465,CA,TEMPLETON,SAN LUIS OBISPO,USA
93475,CA,OCEANO,SAN LUIS OBISPO,USA
93483,CA,GROVER BEACH,SAN LUIS OBISPO,USA
93501,CA,MOJAVE,KERN,USA
93502,CA,MOJAVE,KERN,USA
93504,CA,CALIFORNIA CITY,KERN,USA
93505,CA,CALIFORNIA CITY,KERN,USA
93510,CA,ACTON,LOS ANGELES,USA
93512,CA,BENTON,MONO,USA
93513,CA,BIG PINE,INYO,USA
93514,CA,BISHOP,INYO,USA
93515,CA,BISHOP,INYO,USA
93516,CA,BORON,KERN,USA
93517,CA,BRIDGEPORT,MONO,USA
93518,CA,CALIENTE,KERN,USA
93519,CA,CANTIL,KERN,USA
93522,CA,DARWIN,INYO,USA
93523,CA,EDWARDS,KERN,USA
93524,CA,EDWARDS,KERN,USA
93526,CA,INDEPENDENCE,INYO,USA
93527,CA,INYOKERN,KERN,USA
93528,CA,JOHANNESBURG,KERN,USA
93529,CA,JUNE LAKE,MONO,USA
93530,CA,KEELER,INYO,USA
93531,CA,KEENE,KERN,USA
93532,CA,LAKE HUGHES,LOS ANGELES,USA
93534,CA,LANCASTER,LOS ANGELES,USA
93535,CA,LANCASTER,LOS ANGELES,USA
93536,CA,LANCASTER,LOS ANGELES,USA
93539,CA,LANCASTER,LOS ANGELES,USA
93541,CA,LEE VINING,MONO,USA
93542,CA,LITTLE LAKE,INYO,USA
93543,CA,LITTLEROCK,LOS ANGELES,USA
93544,CA,LLANO,LOS ANGELES,USA
93545,CA,LONE PINE,INYO,USA
93546,CA,MAMMOTH LAKES,MONO,USA
93549,CA,OLANCHA,INYO,USA
93550,CA,PALMDALE,LOS ANGELES,USA
93551,CA,PALMDALE,LOS ANGELES,USA
93552,CA,PALMDALE,LOS ANGELES,USA
93553,CA,PEARBLOSSOM,LOS ANGELES,USA
93554,CA,RANDSBURG,KERN,USA
93555,CA,RIDGECREST,KERN,USA
93556,CA,RIDGECREST,KERN,USA
93558,CA,RED MOUNTAIN,SAN BERNARDINO,USA
93560,CA,ROSAMOND,KERN,USA
93561,CA,TEHACHAPI,KERN,USA
93562,CA,TRONA,SAN BERNARDINO,USA
93563,CA,VALYERMO,LOS ANGELES,USA
93581,CA,TEHACHAPI,KERN,USA
93584,CA,LANCASTER,LOS ANGELES,USA
93586,CA,LANCASTER,LOS ANGELES,USA
93590,CA,PALMDALE,LOS ANGELES,USA
93591,CA,PALMDALE,LOS ANGELES,USA
93592,CA,TRONA,SAN BERNARDINO,USA
93596,CA,BORON,KERN,USA
93599,CA,PALMDALE,LOS ANGELES,USA
93601,CA,AHWAHNEE,MADERA,USA
93602,CA,AUBERRY,FRESNO,USA
93603,CA,BADGER,TULARE,USA
93604,CA,BASS LAKE,MADERA,USA
93605,CA,BIG CREEK,FRESNO,USA
93606,CA,BIOLA,FRESNO,USA
93607,CA,BURREL,FRESNO,USA
93608,CA,CANTUA CREEK,FRESNO,USA
93609,CA,CARUTHERS,FRESNO,USA
93610,CA,CHOWCHILLA,MADERA,USA
93611,CA,CLOVIS,FRESNO,USA
93612,CA,CLOVIS,FRESNO,USA
93613,CA,CLOVIS,FRESNO,USA
93614,CA,COARSEGOLD,MADERA,USA
93615,CA,CUTLER,TULARE,USA
93616,CA,DEL REY,FRESNO,USA
93618,CA,DINUBA,TULARE,USA
93619,CA,CLOVIS,FRESNO,USA
93620,CA,DOS PALOS,MERCED,USA
93621,CA,DUNLAP,FRESNO,USA
93622,CA,FIREBAUGH,FRESNO,USA
93623,CA,FISH CAMP,MARIPOSA,USA
93624,CA,FIVE POINTS,FRESNO,USA
93625,CA,FOWLER,FRESNO,USA
93626,CA,FRIANT,FRESNO,USA
93627,CA,HELM,FRESNO,USA
93628,CA,HUME,FRESNO,USA
93630,CA,KERMAN,FRESNO,USA
93631,CA,KINGSBURG,FRESNO,USA
93633,CA,KINGS CANYON NATIONAL PK,TULARE,USA
93634,CA,LAKESHORE,FRESNO,USA
93635,CA,LOS BANOS,MERCED,USA
93636,CA,MADERA,MADERA,USA
93637,CA,MADERA,MADERA,USA
93638,CA,MADERA,MADERA,USA
93639,CA,MADERA,MADERA,USA
93640,CA,MENDOTA,FRESNO,USA
93641,CA,MIRAMONTE,FRESNO,USA
93642,CA,MONO HOT SPRINGS,FRESNO,USA
93643,CA,NORTH FORK,MADERA,USA
93644,CA,OAKHURST,MADERA,USA
93645,CA,O NEALS,MADERA,USA
93646,CA,ORANGE COVE,FRESNO,USA
93647,CA,OROSI,TULARE,USA
93648,CA,PARLIER,FRESNO,USA
93649,CA,PIEDRA,FRESNO,USA
93650,CA,FRESNO,FRESNO,USA
93651,CA,PRATHER,FRESNO,USA
93652,CA,RAISIN CITY,FRESNO,USA
93653,CA,RAYMOND,MADERA,USA
93654,CA,REEDLEY,FRESNO,USA
93656,CA,RIVERDALE,FRESNO,USA
93657,CA,SANGER,FRESNO,USA
93660,CA,SAN JOAQUIN,FRESNO,USA
93661,CA,SANTA RITA PARK,MERCED,USA
93662,CA,SELMA,FRESNO,USA
93664,CA,SHAVER LAKE,FRESNO,USA
93665,CA,SOUTH DOS PALOS,MERCED,USA
93666,CA,SULTANA,TULARE,USA
93667,CA,TOLLHOUSE,FRESNO,USA
93668,CA,TRANQUILLITY,FRESNO,USA
93669,CA,WISHON,MADERA,USA
93670,CA,YETTEM,TULARE,USA
93673,CA,TRAVER,TULARE,USA
93675,CA,SQUAW VALLEY,FRESNO,USA
93701,CA,FRESNO,FRESNO,USA
93702,CA,FRESNO,FRESNO,USA
93704,CA,FRESNO,FRESNO,USA
93705,CA,FRESNO,FRESNO,USA
93706,CA,FRESNO,FRESNO,USA
93707,CA,FRESNO,FRESNO,USA
93708,CA,FRESNO,FRESNO,USA
93709,CA,FRESNO,FRESNO,USA
93710,CA,FRESNO,FRESNO,USA
93711,CA,FRESNO,FRESNO,USA
93712,CA,FRESNO,FRESNO,USA
93714,CA,FRESNO,FRESNO,USA
93715,CA,FRESNO,FRESNO,USA
93716,CA,FRESNO,FRESNO,USA
93717,CA,FRESNO,FRESNO,USA
93718,CA,FRESNO,FRESNO,USA
93720,CA,FRESNO,FRESNO,USA
93721,CA,FRESNO,FRESNO,USA
93722,CA,FRESNO,FRESNO,USA
93723,CA,FRESNO,FRESNO,USA
93724,CA,FRESNO,FRESNO,USA
93725,CA,FRESNO,FRESNO,USA
93726,CA,FRESNO,FRESNO,USA
93727,CA,FRESNO,FRESNO,USA
93728,CA,FRESNO,FRESNO,USA
93729,CA,FRESNO,FRESNO,USA
93730,CA,FRESNO,FRESNO,USA
93740,CA,FRESNO,FRESNO,USA
93741,CA,FRESNO,FRESNO,USA
93744,CA,FRESNO,FRESNO,USA
93745,CA,FRESNO,FRESNO,USA
93747,CA,FRESNO,FRESNO,USA
93755,CA,FRESNO,FRESNO,USA
93760,CA,FRESNO,FRESNO,USA
93761,CA,FRESNO,FRESNO,USA
93764,CA,FRESNO,FRESNO,USA
93765,CA,FRESNO,FRESNO,USA
93771,CA,FRESNO,FRESNO,USA
93772,CA,FRESNO,FRESNO,USA
93773,CA,FRESNO,FRESNO,USA
93774,CA,FRESNO,FRESNO,USA
93775,CA,FRESNO,FRESNO,USA
93776,CA,FRESNO,FRESNO,USA
93777,CA,FRESNO,FRESNO,USA
93778,CA,FRESNO,FRESNO,USA
93779,CA,FRESNO,FRESNO,USA
93780,CA,FRESNO,FRESNO,USA
93784,CA,FRESNO,FRESNO,USA
93786,CA,FRESNO,FRESNO,USA
93790,CA,FRESNO,FRESNO,USA
93791,CA,FRESNO,FRESNO,USA
93792,CA,FRESNO,FRESNO,USA
93793,CA,FRESNO,FRESNO,USA
93794,CA,FRESNO,FRESNO,USA
93844,CA,FRESNO,FRESNO,USA
93888,CA,FRESNO,FRESNO,USA
93901,CA,SALINAS,MONTEREY,USA
93902,CA,SALINAS,MONTEREY,USA
93905,CA,SALINAS,MONTEREY,USA
93906,CA,SALINAS,MONTEREY,USA
93907,CA,SALINAS,MONTEREY,USA
93908,CA,SALINAS,MONTEREY,USA
93912,CA,SALINAS,MONTEREY,USA
93915,CA,SALINAS,MONTEREY,USA
93920,CA,BIG SUR,MONTEREY,USA
93921,CA,CARMEL BY THE SEA,MONTEREY,USA
93922,CA,CARMEL,MONTEREY,USA
93923,CA,CARMEL,MONTEREY,USA
93924,CA,CARMEL VALLEY,MONTEREY,USA
93925,CA,CHUALAR,MONTEREY,USA
93926,CA,GONZALES,MONTEREY,USA
93927,CA,GREENFIELD,MONTEREY,USA
93928,CA,JOLON,MONTEREY,USA
93930,CA,KING CITY,MONTEREY,USA
93932,CA,LOCKWOOD,MONTEREY,USA
93933,CA,MARINA,MONTEREY,USA
93940,CA,MONTEREY,MONTEREY,USA
93942,CA,MONTEREY,MONTEREY,USA
93943,CA,MONTEREY,MONTEREY,USA
93944,CA,MONTEREY,MONTEREY,USA
93950,CA,PACIFIC GROVE,MONTEREY,USA
93953,CA,PEBBLE BEACH,MONTEREY,USA
93954,CA,SAN LUCAS,MONTEREY,USA
93955,CA,SEASIDE,MONTEREY,USA
93960,CA,SOLEDAD,MONTEREY,USA
93962,CA,SPRECKELS,MONTEREY,USA
94002,CA,BELMONT,SAN MATEO,USA
94005,CA,BRISBANE,SAN MATEO,USA
94010,CA,BURLINGAME,SAN MATEO,USA
94011,CA,BURLINGAME,SAN MATEO,USA
94013,CA,DALY CITY,SAN MATEO,USA
94014,CA,DALY CITY,SAN MATEO,USA
94015,CA,DALY CITY,SAN MATEO,USA
94016,CA,DALY CITY,SAN MATEO,USA
94017,CA,DALY CITY,SAN MATEO,USA
94018,CA,EL GRANADA,SAN MATEO,USA
94019,CA,HALF MOON BAY,SAN MATEO,USA
94020,CA,LA HONDA,SAN MATEO,USA
94021,CA,LOMA MAR,SAN MATEO,USA
94022,CA,LOS ALTOS,SANTA CLARA,USA
94023,CA,LOS ALTOS,SANTA CLARA,USA
94024,CA,LOS ALTOS,SANTA CLARA,USA
94025,CA,MENLO PARK,SAN MATEO,USA
94026,CA,MENLO PARK,SAN MATEO,USA
94027,CA,ATHERTON,SAN MATEO,USA
94028,CA,PORTOLA VALLEY,SAN MATEO,USA
94030,CA,MILLBRAE,SAN MATEO,USA
94035,CA,MOUNTAIN VIEW,SANTA CLARA,USA
94037,CA,MONTARA,SAN MATEO,USA
94038,CA,MOSS BEACH,SAN MATEO,USA
94039,CA,MOUNTAIN VIEW,SANTA CLARA,USA
94040,CA,MOUNTAIN VIEW,SANTA CLARA,USA
94041,CA,MOUNTAIN VIEW,SANTA CLARA,USA
94042,CA,MOUNTAIN VIEW,SANTA CLARA,USA
94043,CA,MOUNTAIN VIEW,SANTA CLARA,USA
94044,CA,PACIFICA,SAN MATEO,USA
94060,CA,PESCADERO,SAN MATEO,USA
94061,CA,REDWOOD CITY,SAN MATEO,USA
94062,CA,REDWOOD CITY,SAN MATEO,USA
94063,CA,REDWOOD CITY,SAN MATEO,USA
94064,CA,REDWOOD CITY,SAN MATEO,USA
94065,CA,REDWOOD CITY,SAN MATEO,USA
94066,CA,SAN BRUNO,SAN MATEO,USA
94070,CA,SAN CARLOS,SAN MATEO,USA
94074,CA,SAN GREGORIO,SAN MATEO,USA
94080,CA,SOUTH SAN FRANCISCO,SAN MATEO,USA
94083,CA,SOUTH SAN FRANCISCO,SAN MATEO,USA
94085,CA,SUNNYVALE,SANTA CLARA,USA
94086,CA,SUNNYVALE,SANTA CLARA,USA
94087,CA,SUNNYVALE,SANTA CLARA,USA
94088,CA,SUNNYVALE,SANTA CLARA,USA
94089,CA,SUNNYVALE,SANTA CLARA,USA
94096,CA,SAN BRUNO,SAN MATEO,USA
94098,CA,SAN BRUNO,SAN MATEO,USA
94101,CA,SAN FRANCISCO,SAN FRANCISCO,USA
94102,CA,SAN FRANCISCO,SAN FRANCISCO,USA
94103,CA,SAN FRANCISCO,SAN FRANCISCO,USA
94104,CA,SAN FRANCISCO,SAN FRANCISCO,USA
94105,CA,SAN FRANCISCO,SAN FRANCISCO,USA
94106,CA,SAN FRANCISCO,SAN FRANCISCO,USA
94107,CA,SAN FRANCISCO,SAN FRANCISCO,USA
94108,CA,SAN FRANCISCO,SAN FRANCISCO,USA
94109,CA,SAN FRANCISCO,SAN FRANCISCO,USA
94110,CA,SAN FRANCISCO,SAN FRANCISCO,USA
94111,CA,SAN FRANCISCO,SAN FRANCISCO,USA
94112,CA,SAN FRANCISCO,SAN FRANCISCO,USA
94114,CA,SAN FRANCISCO,SAN FRANCISCO,USA
94115,CA,SAN FRANCISCO,SAN FRANCISCO,USA
94116,CA,SAN FRANCISCO,SAN FRANCISCO,USA
94117,CA,SAN FRANCISCO,SAN FRANCISCO,USA
94118,CA,SAN FRANCISCO,SAN FRANCISCO,USA
94119,CA,SAN FRANCISCO,SAN FRANCISCO,USA
94120,CA,SAN FRANCISCO,SAN FRANCISCO,USA
94121,CA,SAN FRANCISCO,SAN FRANCISCO,USA
94122,CA,SAN FRANCISCO,SAN FRANCISCO,USA
94124,CA,SAN FRANCISCO,SAN FRANCISCO,USA
94125,CA,SAN FRANCISCO,SAN FRANCISCO,USA
94126,CA,SAN FRANCISCO,SAN FRANCISCO,USA
94127,CA,SAN FRANCISCO,SAN FRANCISCO,USA
94128,CA,SAN FRANCISCO,SAN MATEO,USA
94129,CA,SAN FRANCISCO,SAN FRANCISCO,USA
94130,CA,SAN FRANCISCO,SAN FRANCISCO,USA
94131,CA,SAN FRANCISCO,SAN FRANCISCO,USA
94132,CA,SAN FRANCISCO,SAN FRANCISCO,USA
94133,CA,SAN FRANCISCO,SAN FRANCISCO,USA
94134,CA,SAN FRANCISCO,SAN FRANCISCO,USA
94135,CA,SAN FRANCISCO,SAN FRANCISCO,USA
94136,CA,SAN FRANCISCO,SAN FRANCISCO,USA
94137,CA,SAN FRANCISCO,SAN FRANCISCO,USA
94138,CA,SAN FRANCISCO,SAN FRANCISCO,USA
94139,CA,SAN FRANCISCO,SAN FRANCISCO,USA
94140,CA,SAN FRANCISCO,SAN FRANCISCO,USA
94141,CA,SAN FRANCISCO,SAN FRANCISCO,USA
94142,CA,SAN FRANCISCO,SAN FRANCISCO,USA
94143,CA,SAN FRANCISCO,SAN FRANCISCO,USA
94144,CA,SAN FRANCISCO,SAN FRANCISCO,USA
94145,CA,SAN FRANCISCO,SAN FRANCISCO,USA
94146,CA,SAN FRANCISCO,SAN FRANCISCO,USA
94147,CA,SAN FRANCISCO,SAN FRANCISCO,USA
94150,CA,SAN FRANCISCO,SAN FRANCISCO,USA
94151,CA,SAN FRANCISCO,SAN FRANCISCO,USA
94152,CA,SAN FRANCISCO,SAN FRANCISCO,USA
94153,CA,SAN FRANCISCO,SAN FRANCISCO,USA
94154,CA,SAN FRANCISCO,SAN FRANCISCO,USA
94155,CA,SAN FRANCISCO,SAN FRANCISCO,USA
94157,CA,SAN FRANCISCO,SAN FRANCISCO,USA
94158,CA,SAN FRANCISCO,SAN FRANCISCO,USA
94159,CA,SAN FRANCISCO,SAN FRANCISCO,USA
94160,CA,SAN FRANCISCO,SAN FRANCISCO,USA
94161,CA,SAN FRANCISCO,SAN FRANCISCO,USA
94162,CA,SAN FRANCISCO,SAN FRANCISCO,USA
94163,CA,SAN FRANCISCO,SAN FRANCISCO,USA
94164,CA,SAN FRANCISCO,SAN FRANCISCO,USA
94165,CA,SAN FRANCISCO,SAN FRANCISCO,USA
94166,CA,SAN FRANCISCO,SAN FRANCISCO,USA
94167,CA,SAN FRANCISCO,SAN FRANCISCO,USA
94168,CA,SAN FRANCISCO,SAN FRANCISCO,USA
94169,CA,SAN FRANCISCO,SAN FRANCISCO,USA
94170,CA,SAN FRANCISCO,SAN FRANCISCO,USA
94171,CA,SAN FRANCISCO,SAN FRANCISCO,USA
94172,CA,SAN FRANCISCO,SAN FRANCISCO,USA
94175,CA,SAN FRANCISCO,SAN FRANCISCO,USA
94177,CA,SAN FRANCISCO,SAN FRANCISCO,USA
94188,CA,SAN FRANCISCO,SAN FRANCISCO,USA
94199,CA,SAN FRANCISCO,SAN FRANCISCO,USA
94203,CA,SACRAMENTO,SACRAMENTO,USA
94204,CA,SACRAMENTO,SACRAMENTO,USA
94205,CA,SACRAMENTO,SACRAMENTO,USA
94206,CA,SACRAMENTO,SACRAMENTO,USA
94207,CA,SACRAMENTO,SACRAMENTO,USA
94208,CA,SACRAMENTO,SACRAMENTO,USA
